  cell  ,E,W,N,S
"(188, 146)",0,1,0,0
"(189, 146)",1,1,0,0
"(190, 146)",0,0,0,1
"(191, 146)",1,0,1,1
"(192, 146)",0,0,1,1
"(193, 146)",1,0,1,0
"(194, 146)",0,1,0,1
"(195, 146)",0,1,1,0
"(196, 146)",1,1,0,0
"(197, 146)",1,1,0,1
"(198, 146)",0,0,1,0
"(199, 146)",1,0,0,1
"(200, 146)",0,1,1,0
"(1, 147)",1,1,0,0
"(2, 147)",0,0,0,1
"(3, 147)",1,1,1,0
"(4, 147)",1,1,0,0
"(5, 147)",1,0,0,1
"(6, 147)",0,0,1,1
"(7, 147)",0,0,1,1
"(8, 147)",1,0,1,0
"(9, 147)",0,1,0,0
"(10, 147)",1,1,0,1
"(11, 147)",0,1,1,0
"(12, 147)",0,0,0,1
"(13, 147)",0,1,1,1
"(14, 147)",0,1,1,0
"(15, 147)",1,0,0,0
"(16, 147)",1,0,0,1
"(17, 147)",0,1,1,0
"(18, 147)",1,1,0,0
"(19, 147)",1,1,0,0
"(20, 147)",1,1,0,0
"(21, 147)",1,1,0,0
"(22, 147)",0,1,0,1
"(23, 147)",0,0,1,0
"(24, 147)",0,1,0,1
"(25, 147)",0,0,1,1
"(26, 147)",1,0,1,0
"(27, 147)",0,1,0,1
"(28, 147)",1,0,1,0
"(29, 147)",1,1,0,0
"(30, 147)",1,0,0,1
"(31, 147)",1,0,1,0
"(32, 147)",1,0,0,1
"(33, 147)",0,0,1,0
"(34, 147)",1,1,0,0
"(35, 147)",1,0,0,1
"(36, 147)",0,0,1,1
"(37, 147)",0,0,1,1
"(38, 147)",0,1,1,0
"(39, 147)",1,0,0,1
"(40, 147)",0,0,1,1
"(41, 147)",0,1,1,0
"(42, 147)",0,1,0,1
"(43, 147)",0,1,1,1
"(44, 147)",0,0,1,1
"(45, 147)",1,0,1,0
"(46, 147)",1,1,0,0
"(47, 147)",1,1,0,0
"(48, 147)",1,0,0,0
"(49, 147)",1,0,0,1
"(50, 147)",0,0,1,1
"(51, 147)",1,0,1,0
"(52, 147)",0,1,0,0
"(53, 147)",1,0,0,1
"(54, 147)",1,0,1,0
"(55, 147)",1,1,0,0
"(56, 147)",1,1,0,0
"(57, 147)",1,0,0,1
"(58, 147)",0,1,1,0
"(59, 147)",1,1,0,0
"(60, 147)",0,1,0,1
"(61, 147)",0,0,1,1
"(62, 147)",1,0,1,1
"(63, 147)",1,0,1,0
"(64, 147)",1,1,0,0
"(65, 147)",1,0,0,1
"(66, 147)",0,0,1,1
"(67, 147)",0,1,1,0
"(68, 147)",0,1,0,1
"(69, 147)",0,1,1,0
"(70, 147)",1,1,0,0
"(71, 147)",0,1,0,1
"(72, 147)",0,1,1,0
"(73, 147)",1,0,0,0
"(74, 147)",1,1,0,0
"(75, 147)",0,1,0,1
"(76, 147)",1,1,1,0
"(77, 147)",1,0,0,0
"(78, 147)",0,1,0,1
"(79, 147)",0,1,1,0
"(80, 147)",1,1,0,0
"(81, 147)",1,1,0,0
"(82, 147)",1,1,0,1
"(83, 147)",0,0,1,1
"(84, 147)",1,0,1,0
"(85, 147)",0,1,0,1
"(86, 147)",0,1,1,0
"(87, 147)",0,1,0,1
"(88, 147)",0,0,1,1
"(89, 147)",1,0,1,0
"(90, 147)",1,1,0,0
"(91, 147)",0,0,0,1
"(92, 147)",0,1,1,1
"(93, 147)",1,0,1,0
"(94, 147)",1,0,0,1
"(95, 147)",0,0,1,1
"(96, 147)",1,1,1,0
"(97, 147)",1,1,0,0
"(98, 147)",1,0,0,1
"(99, 147)",1,0,1,0
"(100, 147)",0,0,0,1
"(101, 147)",1,1,1,0
"(102, 147)",1,1,0,0
"(103, 147)",1,0,0,0
"(104, 147)",0,1,0,1
"(105, 147)",1,0,1,0
"(106, 147)",0,1,0,1
"(107, 147)",0,0,1,1
"(108, 147)",0,0,1,0
"(109, 147)",1,1,0,0
"(110, 147)",0,1,0,0
"(111, 147)",1,0,0,1
"(112, 147)",0,1,1,0
"(113, 147)",1,1,0,0
"(114, 147)",1,1,0,0
"(115, 147)",1,1,0,0
"(116, 147)",1,1,0,0
"(117, 147)",1,0,0,0
"(118, 147)",0,1,0,1
"(119, 147)",1,0,1,0
"(120, 147)",0,0,0,1
"(121, 147)",1,0,1,0
"(122, 147)",1,1,0,0
"(123, 147)",1,0,0,0
"(124, 147)",1,1,0,0
"(125, 147)",1,0,0,0
"(126, 147)",0,1,0,1
"(127, 147)",0,0,1,1
"(128, 147)",0,1,1,0
"(129, 147)",1,1,0,1
"(130, 147)",1,0,1,0
"(131, 147)",1,1,0,0
"(132, 147)",1,0,0,0
"(133, 147)",1,0,0,1
"(134, 147)",0,0,1,1
"(135, 147)",0,0,1,1
"(136, 147)",0,1,1,0
"(137, 147)",1,1,0,0
"(138, 147)",0,1,0,1
"(139, 147)",1,0,1,0
"(140, 147)",1,1,0,0
"(141, 147)",1,0,0,1
"(142, 147)",0,0,1,1
"(143, 147)",1,0,1,0
"(144, 147)",1,1,0,0
"(145, 147)",0,1,0,1
"(146, 147)",1,0,1,0
"(147, 147)",0,1,0,1
"(148, 147)",0,0,1,1
"(149, 147)",1,0,1,0
"(150, 147)",0,1,0,0
"(151, 147)",1,1,0,0
"(152, 147)",1,0,0,1
"(153, 147)",1,0,1,0
"(154, 147)",1,1,0,0
"(155, 147)",1,0,0,0
"(156, 147)",1,1,0,0
"(157, 147)",0,1,0,1
"(158, 147)",0,1,1,0
"(159, 147)",1,0,0,1
"(160, 147)",0,0,1,1
"(161, 147)",0,0,1,1
"(162, 147)",0,0,1,1
"(163, 147)",1,0,1,0
"(164, 147)",1,1,0,0
"(165, 147)",1,1,0,1
"(166, 147)",0,1,1,0
"(167, 147)",0,1,0,1
"(168, 147)",1,0,1,0
"(169, 147)",1,1,0,1
"(170, 147)",0,1,1,0
"(171, 147)",1,0,0,1
"(172, 147)",0,1,1,0
"(173, 147)",1,1,0,0
"(174, 147)",0,1,0,0
"(175, 147)",1,1,0,0
"(176, 147)",0,1,0,1
"(177, 147)",0,1,1,0
"(178, 147)",1,0,0,1
"(179, 147)",0,1,1,0
"(180, 147)",0,1,0,1
"(181, 147)",1,0,1,0
"(182, 147)",1,1,0,0
"(183, 147)",0,1,0,1
"(184, 147)",0,1,1,0
"(185, 147)",1,1,0,1
"(186, 147)",0,0,1,0
"(187, 147)",0,1,0,1
"(188, 147)",1,0,1,0
"(189, 147)",0,1,0,1
"(190, 147)",0,0,1,1
"(191, 147)",0,1,1,0
"(192, 147)",1,0,0,0
"(193, 147)",0,1,0,1
"(194, 147)",1,0,1,0
"(195, 147)",1,0,0,0
"(196, 147)",1,1,0,0
"(197, 147)",0,1,0,1
"(198, 147)",0,0,1,1
"(199, 147)",0,1,1,1
"(200, 147)",1,0,1,0
"(1, 148)",1,1,0,1
"(2, 148)",1,0,1,0
"(3, 148)",0,1,0,1
"(4, 148)",1,1,1,0
"(5, 148)",0,1,0,1
"(6, 148)",0,0,1,1
"(7, 148)",1,0,1,0
"(8, 148)",0,1,0,1
"(9, 148)",0,0,1,1
"(10, 148)",0,1,1,0
"(11, 148)",1,0,0,1
"(12, 148)",0,0,1,1
"(13, 148)",1,0,1,0
"(14, 148)",1,0,0,1
"(15, 148)",0,1,1,1
"(16, 148)",0,1,1,1
"(17, 148)",0,0,1,0
"(18, 148)",1,1,0,1
"(19, 148)",0,1,1,0
"(20, 148)",1,1,0,0
"(21, 148)",0,1,0,1
"(22, 148)",0,0,1,1
"(23, 148)",0,0,1,1
"(24, 148)",1,0,1,1
"(25, 148)",1,0,1,0
"(26, 148)",1,1,0,0
"(27, 148)",1,0,0,1
"(28, 148)",0,1,1,0
"(29, 148)",0,1,0,1
"(30, 148)",1,1,1,0
"(31, 148)",0,1,0,1
"(32, 148)",0,1,1,0
"(33, 148)",1,0,0,1
"(34, 148)",1,1,1,0
"(35, 148)",0,1,0,1
"(36, 148)",0,0,1,1
"(37, 148)",1,0,1,0
"(38, 148)",1,0,0,1
"(39, 148)",0,1,1,1
"(40, 148)",0,0,1,1
"(41, 148)",0,0,1,1
"(42, 148)",1,0,1,0
"(43, 148)",1,0,0,1
"(44, 148)",1,0,1,0
"(45, 148)",0,1,0,1
"(46, 148)",0,1,1,0
"(47, 148)",1,1,0,1
"(48, 148)",0,1,1,0
"(49, 148)",0,1,0,1
"(50, 148)",1,0,1,0
"(51, 148)",0,1,0,1
"(52, 148)",0,0,1,1
"(53, 148)",0,1,1,0
"(54, 148)",0,1,0,1
"(55, 148)",0,1,1,0
"(56, 148)",0,1,0,0
"(57, 148)",0,1,0,1
"(58, 148)",1,0,1,0
"(59, 148)",1,1,0,1
"(60, 148)",0,0,1,1
"(61, 148)",0,0,1,0
"(62, 148)",1,1,0,0
"(63, 148)",1,1,0,0
"(64, 148)",1,1,0,0
"(65, 148)",1,1,0,1
"(66, 148)",0,0,1,1
"(67, 148)",0,0,1,1
"(68, 148)",0,0,1,1
"(69, 148)",1,0,1,0
"(70, 148)",0,1,0,1
"(71, 148)",0,0,1,1
"(72, 148)",0,0,1,1
"(73, 148)",1,1,1,0
"(74, 148)",1,1,0,0
"(75, 148)",1,0,0,0
"(76, 148)",1,1,0,0
"(77, 148)",1,1,0,1
"(78, 148)",0,0,1,1
"(79, 148)",0,0,1,1
"(80, 148)",0,1,1,0
"(81, 148)",0,1,0,1
"(82, 148)",0,1,1,0
"(83, 148)",1,0,0,0
"(84, 148)",1,1,0,0
"(85, 148)",1,0,0,0
"(86, 148)",1,0,0,1
"(87, 148)",1,0,1,0
"(88, 148)",1,0,0,1
"(89, 148)",0,1,1,0
"(90, 148)",1,1,0,1
"(91, 148)",1,0,1,0
"(92, 148)",1,0,0,1
"(93, 148)",0,1,1,1
"(94, 148)",0,1,1,0
"(95, 148)",1,0,0,0
"(96, 148)",1,1,0,0
"(97, 148)",0,1,0,1
"(98, 148)",0,1,1,0
"(99, 148)",0,1,0,1
"(100, 148)",0,0,1,1
"(101, 148)",1,1,1,0
"(102, 148)",1,1,0,0
"(103, 148)",1,1,0,1
"(104, 148)",0,0,1,0
"(105, 148)",0,1,0,1
"(106, 148)",0,0,1,1
"(107, 148)",0,0,1,1
"(108, 148)",1,0,1,0
"(109, 148)",1,1,0,0
"(110, 148)",1,0,0,1
"(111, 148)",0,1,1,0
"(112, 148)",1,0,0,1
"(113, 148)",0,1,1,0
"(114, 148)",1,1,0,0
"(115, 148)",0,1,0,1
"(116, 148)",0,1,1,0
"(117, 148)",1,1,0,1
"(118, 148)",1,0,1,0
"(119, 148)",0,1,0,1
"(120, 148)",1,0,1,0
"(121, 148)",1,1,0,0
"(122, 148)",1,1,0,1
"(123, 148)",0,1,1,0
"(124, 148)",1,1,0,0
"(125, 148)",1,1,0,1
"(126, 148)",0,0,1,1
"(127, 148)",0,0,1,1
"(128, 148)",1,0,1,0
"(129, 148)",1,1,0,0
"(130, 148)",1,1,0,0
"(131, 148)",0,1,0,1
"(132, 148)",0,1,1,0
"(133, 148)",0,1,0,1
"(134, 148)",1,0,1,0
"(135, 148)",1,0,0,1
"(136, 148)",1,0,1,0
"(137, 148)",1,1,0,1
"(138, 148)",0,0,1,1
"(139, 148)",0,1,1,0
"(140, 148)",1,1,0,0
"(141, 148)",0,1,0,1
"(142, 148)",1,0,1,0
"(143, 148)",0,1,0,1
"(144, 148)",0,1,1,1
"(145, 148)",1,0,1,0
"(146, 148)",0,1,0,1
"(147, 148)",0,0,1,1
"(148, 148)",1,0,1,0
"(149, 148)",1,1,0,0
"(150, 148)",1,0,0,1
"(151, 148)",0,1,1,0
"(152, 148)",1,1,0,0
"(153, 148)",1,1,0,0
"(154, 148)",0,1,0,1
"(155, 148)",1,1,1,0
"(156, 148)",0,1,0,1
"(157, 148)",0,0,1,1
"(158, 148)",0,0,1,1
"(159, 148)",0,1,1,0
"(160, 148)",1,0,0,1
"(161, 148)",0,0,1,1
"(162, 148)",1,0,1,0
"(163, 148)",0,1,0,1
"(164, 148)",1,1,1,0
"(165, 148)",0,1,0,1
"(166, 148)",0,0,1,0
"(167, 148)",1,0,0,1
"(168, 148)",0,1,1,0
"(169, 148)",1,1,0,0
"(170, 148)",1,0,0,1
"(171, 148)",0,1,1,0
"(172, 148)",1,0,0,0
"(173, 148)",1,1,0,1
"(174, 148)",0,0,1,1
"(175, 148)",0,1,1,0
"(176, 148)",0,0,0,1
"(177, 148)",1,0,1,0
"(178, 148)",0,1,0,1
"(179, 148)",0,0,1,1
"(180, 148)",0,0,1,1
"(181, 148)",0,1,1,0
"(182, 148)",1,1,0,0
"(183, 148)",1,0,0,1
"(184, 148)",1,0,1,0
"(185, 148)",0,1,0,0
"(186, 148)",1,0,0,1
"(187, 148)",1,0,1,0
"(188, 148)",0,1,0,1
"(189, 148)",1,0,1,1
"(190, 148)",0,0,1,1
"(191, 148)",1,0,1,1
"(192, 148)",0,1,1,1
"(193, 148)",0,0,1,0
"(194, 148)",1,1,0,0
"(195, 148)",1,1,0,0
"(196, 148)",0,1,0,1
"(197, 148)",0,0,1,1
"(198, 148)",0,0,1,1
"(199, 148)",1,0,1,0
"(200, 148)",1,1,0,0
"(1, 149)",1,1,0,0
"(2, 149)",0,1,0,1
"(3, 149)",1,0,1,0
"(4, 149)",0,1,0,1
"(5, 149)",1,0,1,1
"(6, 149)",0,0,1,0
"(7, 149)",1,1,0,1
"(8, 149)",0,0,1,0
"(9, 149)",1,0,0,1
"(10, 149)",0,0,1,1
"(11, 149)",0,1,1,0
"(12, 149)",1,0,0,1
"(13, 149)",0,1,1,0
"(14, 149)",1,1,0,0
"(15, 149)",1,0,0,1
"(16, 149)",0,0,1,1
"(17, 149)",1,0,1,0
"(18, 149)",0,1,0,1
"(19, 149)",0,0,1,1
"(20, 149)",1,1,1,0
"(21, 149)",1,0,0,1
"(22, 149)",0,0,1,0
"(23, 149)",1,0,0,1
"(24, 149)",0,1,1,0
"(25, 149)",0,1,0,0
"(26, 149)",0,1,0,1
"(27, 149)",0,1,1,0
"(28, 149)",1,0,0,1
"(29, 149)",0,0,1,0
"(30, 149)",1,1,0,0
"(31, 149)",1,0,0,1
"(32, 149)",1,0,1,0
"(33, 149)",1,1,0,0
"(34, 149)",0,1,0,0
"(35, 149)",1,0,0,1
"(36, 149)",1,0,1,0
"(37, 149)",1,1,0,0
"(38, 149)",0,1,0,1
"(39, 149)",0,0,1,1
"(40, 149)",1,0,1,0
"(41, 149)",1,0,0,0
"(42, 149)",1,1,0,0
"(43, 149)",0,1,0,0
"(44, 149)",1,1,0,0
"(45, 149)",1,0,0,1
"(46, 149)",0,0,1,1
"(47, 149)",0,1,1,0
"(48, 149)",1,0,0,1
"(49, 149)",0,0,1,1
"(50, 149)",1,1,1,0
"(51, 149)",1,0,0,1
"(52, 149)",0,0,1,1
"(53, 149)",0,0,1,1
"(54, 149)",0,0,1,1
"(55, 149)",0,0,1,1
"(56, 149)",1,0,1,1
"(57, 149)",0,0,1,0
"(58, 149)",1,1,0,0
"(59, 149)",1,1,0,0
"(60, 149)",1,0,0,1
"(61, 149)",1,0,1,0
"(62, 149)",1,1,0,0
"(63, 149)",0,1,0,0
"(64, 149)",1,1,0,0
"(65, 149)",0,1,0,0
"(66, 149)",1,0,0,1
"(67, 149)",0,0,1,1
"(68, 149)",0,0,1,1
"(69, 149)",0,1,1,0
"(70, 149)",1,0,0,0
"(71, 149)",1,0,0,1
"(72, 149)",0,0,1,1
"(73, 149)",0,1,1,0
"(74, 149)",1,1,0,0
"(75, 149)",0,1,0,1
"(76, 149)",1,1,1,0
"(77, 149)",1,1,0,1
"(78, 149)",1,0,1,0
"(79, 149)",1,0,0,1
"(80, 149)",0,0,1,1
"(81, 149)",0,0,1,1
"(82, 149)",1,0,1,0
"(83, 149)",1,1,0,1
"(84, 149)",0,1,1,1
"(85, 149)",0,1,1,0
"(86, 149)",1,1,0,0
"(87, 149)",0,1,0,1
"(88, 149)",0,1,1,0
"(89, 149)",0,0,0,1
"(90, 149)",0,1,1,0
"(91, 149)",1,1,0,0
"(92, 149)",0,1,0,0
"(93, 149)",1,0,0,1
"(94, 149)",1,0,1,0
"(95, 149)",0,1,0,1
"(96, 149)",1,1,1,0
"(97, 149)",1,0,0,1
"(98, 149)",0,0,1,1
"(99, 149)",0,0,1,1
"(100, 149)",0,0,1,1
"(101, 149)",0,1,1,0
"(102, 149)",1,1,0,0
"(103, 149)",0,1,0,1
"(104, 149)",1,0,1,1
"(105, 149)",0,0,1,1
"(106, 149)",0,0,1,1
"(107, 149)",1,0,1,0
"(108, 149)",1,1,0,0
"(109, 149)",1,1,0,0
"(110, 149)",1,1,0,0
"(111, 149)",1,0,0,1
"(112, 149)",1,1,1,0
"(113, 149)",1,0,0,1
"(114, 149)",0,1,1,1
"(115, 149)",1,0,1,0
"(116, 149)",1,0,0,1
"(117, 149)",0,1,1,0
"(118, 149)",0,1,0,1
"(119, 149)",1,0,1,0
"(120, 149)",1,1,0,0
"(121, 149)",0,1,0,1
"(122, 149)",0,1,1,0
"(123, 149)",1,0,0,1
"(124, 149)",0,1,1,0
"(125, 149)",1,1,0,0
"(126, 149)",1,0,0,0
"(127, 149)",1,0,0,1
"(128, 149)",0,1,1,0
"(129, 149)",1,1,0,0
"(130, 149)",0,1,0,1
"(131, 149)",0,0,1,1
"(132, 149)",0,0,1,1
"(133, 149)",1,0,1,0
"(134, 149)",1,1,0,0
"(135, 149)",1,1,0,0
"(136, 149)",0,1,0,0
"(137, 149)",0,1,0,1
"(138, 149)",1,0,1,1
"(139, 149)",0,0,1,1
"(140, 149)",0,1,1,0
"(141, 149)",1,0,0,1
"(142, 149)",0,1,1,0
"(143, 149)",0,0,0,1
"(144, 149)",0,0,1,1
"(145, 149)",0,1,1,1
"(146, 149)",0,0,1,0
"(147, 149)",1,0,0,1
"(148, 149)",0,1,1,0
"(149, 149)",1,1,0,0
"(150, 149)",0,1,0,1
"(151, 149)",1,0,1,0
"(152, 149)",1,1,0,0
"(153, 149)",0,1,0,1
"(154, 149)",0,0,1,0
"(155, 149)",0,1,0,1
"(156, 149)",1,0,1,0
"(157, 149)",0,0,0,1
"(158, 149)",0,0,1,1
"(159, 149)",1,0,1,1
"(160, 149)",1,1,1,0
"(161, 149)",0,0,0,1
"(162, 149)",0,1,1,1
"(163, 149)",0,0,1,0
"(164, 149)",1,1,0,0
"(165, 149)",1,0,0,1
"(166, 149)",0,0,1,1
"(167, 149)",1,1,1,0
"(168, 149)",0,0,0,1
"(169, 149)",0,1,1,0
"(170, 149)",0,1,0,1
"(171, 149)",1,0,1,0
"(172, 149)",0,1,0,1
"(173, 149)",0,1,1,1
"(174, 149)",0,0,1,1
"(175, 149)",0,0,1,1
"(176, 149)",1,0,1,0
"(177, 149)",0,1,0,1
"(178, 149)",1,0,1,0
"(179, 149)",1,0,0,1
"(180, 149)",1,0,1,1
"(181, 149)",0,0,1,1
"(182, 149)",0,1,1,0
"(183, 149)",1,1,0,0
"(184, 149)",0,1,0,1
"(185, 149)",0,0,1,1
"(186, 149)",0,1,1,0
"(187, 149)",0,1,0,1
"(188, 149)",1,0,1,0
"(189, 149)",0,1,0,1
"(190, 149)",1,0,1,0
"(191, 149)",0,1,0,0
"(192, 149)",1,0,0,1
"(193, 149)",0,0,1,1
"(194, 149)",0,1,1,0
"(195, 149)",1,1,0,1
"(196, 149)",1,0,1,0
"(197, 149)",0,0,0,1
"(198, 149)",1,0,1,0
"(199, 149)",1,1,0,0
"(200, 149)",0,1,0,0
"(1, 150)",1,1,0,0
"(2, 150)",1,0,0,1
"(3, 150)",0,1,1,0
"(4, 150)",1,0,0,1
"(5, 150)",0,1,1,0
"(6, 150)",1,0,0,1
"(7, 150)",0,1,1,0
"(8, 150)",1,0,0,1
"(9, 150)",0,1,1,0
"(10, 150)",0,0,0,1
"(11, 150)",1,0,1,0
"(12, 150)",1,1,0,0
"(13, 150)",0,0,0,1
"(14, 150)",0,1,1,0
"(15, 150)",1,1,0,0
"(16, 150)",1,0,0,1
"(17, 150)",0,1,1,0
"(18, 150)",1,0,0,1
"(19, 150)",0,0,1,0
"(20, 150)",1,1,0,0
"(21, 150)",1,1,0,1
"(22, 150)",1,0,1,0
"(23, 150)",1,1,0,0
"(24, 150)",1,0,0,1
"(25, 150)",0,0,1,1
"(26, 150)",1,0,1,0
"(27, 150)",1,0,0,1
"(28, 150)",0,1,1,1
"(29, 150)",0,0,1,1
"(30, 150)",0,1,1,0
"(31, 150)",1,1,0,0
"(32, 150)",1,1,0,0
"(33, 150)",0,1,0,1
"(34, 150)",0,0,1,1
"(35, 150)",1,1,1,0
"(36, 150)",1,1,0,0
"(37, 150)",0,1,0,1
"(38, 150)",1,0,1,0
"(39, 150)",0,0,0,1
"(40, 150)",0,1,1,1
"(41, 150)",1,1,1,0
"(42, 150)",1,1,0,0
"(43, 150)",1,0,0,1
"(44, 150)",0,1,1,0
"(45, 150)",1,1,0,0
"(46, 150)",1,0,0,1
"(47, 150)",1,0,1,0
"(48, 150)",1,1,0,0
"(49, 150)",1,0,0,1
"(50, 150)",0,1,1,0
"(51, 150)",0,1,0,1
"(52, 150)",0,0,1,1
"(53, 150)",1,0,1,1
"(54, 150)",0,0,1,0
"(55, 150)",1,0,0,1
"(56, 150)",1,1,1,0
"(57, 150)",1,0,0,1
"(58, 150)",0,1,1,0
"(59, 150)",1,1,0,0
"(60, 150)",1,1,0,0
"(61, 150)",1,1,0,0
"(62, 150)",0,1,0,1
"(63, 150)",0,0,1,1
"(64, 150)",0,1,1,1
"(65, 150)",0,0,1,1
"(66, 150)",1,1,1,0
"(67, 150)",0,0,0,1
"(68, 150)",0,0,1,1
"(69, 150)",1,0,1,1
"(70, 150)",0,1,1,1
"(71, 150)",0,1,1,0
"(72, 150)",1,0,0,1
"(73, 150)",1,0,1,0
"(74, 150)",0,1,0,1
"(75, 150)",1,0,1,0
"(76, 150)",1,1,0,0
"(77, 150)",0,1,0,0
"(78, 150)",0,1,0,1
"(79, 150)",0,1,1,1
"(80, 150)",1,0,1,1
"(81, 150)",0,0,1,0
"(82, 150)",1,1,0,0
"(83, 150)",0,1,0,1
"(84, 150)",1,0,1,0
"(85, 150)",1,0,0,1
"(86, 150)",0,1,1,0
"(87, 150)",1,0,0,1
"(88, 150)",1,0,1,0
"(89, 150)",1,0,0,1
"(90, 150)",1,0,1,0
"(91, 150)",1,1,0,1
"(92, 150)",0,0,1,1
"(93, 150)",0,1,1,0
"(94, 150)",0,1,0,1
"(95, 150)",1,0,1,0
"(96, 150)",1,1,0,0
"(97, 150)",1,1,0,0
"(98, 150)",0,0,0,1
"(99, 150)",0,0,1,1
"(100, 150)",0,0,1,1
"(101, 150)",1,0,1,0
"(102, 150)",0,1,0,1
"(103, 150)",1,0,1,0
"(104, 150)",0,1,0,1
"(105, 150)",1,0,1,0
"(106, 150)",1,0,0,0
"(107, 150)",1,1,0,0
"(108, 150)",1,1,0,0
"(109, 150)",1,1,0,1
"(110, 150)",0,1,1,0
"(111, 150)",1,1,0,0
"(112, 150)",1,1,0,0
"(113, 150)",1,1,0,0
"(114, 150)",1,0,0,0
"(115, 150)",1,1,0,0
"(116, 150)",0,1,0,0
"(117, 150)",1,0,0,1
"(118, 150)",0,0,1,1
"(119, 150)",0,1,1,0
"(120, 150)",0,1,0,1
"(121, 150)",0,0,1,1
"(122, 150)",0,0,1,1
"(123, 150)",0,1,1,0
"(124, 150)",1,0,0,0
"(125, 150)",0,1,0,1
"(126, 150)",1,1,1,0
"(127, 150)",0,1,0,1
"(128, 150)",1,0,1,0
"(129, 150)",0,1,0,1
"(130, 150)",1,0,1,0
"(131, 150)",0,0,0,1
"(132, 150)",1,0,1,0
"(133, 150)",0,1,0,1
"(134, 150)",0,1,1,0
"(135, 150)",0,1,0,1
"(136, 150)",1,0,1,1
"(137, 150)",0,0,1,1
"(138, 150)",0,1,1,0
"(139, 150)",1,0,0,1
"(140, 150)",1,0,1,0
"(141, 150)",1,1,0,0
"(142, 150)",1,0,0,1
"(143, 150)",0,0,1,1
"(144, 150)",0,0,1,1
"(145, 150)",1,0,1,0
"(146, 150)",1,0,0,1
"(147, 150)",0,1,1,0
"(148, 150)",0,0,0,1
"(149, 150)",0,1,1,1
"(150, 150)",0,0,1,1
"(151, 150)",0,1,1,0
"(152, 150)",1,1,0,1
"(153, 150)",1,0,1,0
"(154, 150)",1,0,0,1
"(155, 150)",0,0,1,1
"(156, 150)",0,1,1,0
"(157, 150)",1,0,0,1
"(158, 150)",1,0,1,0
"(159, 150)",0,1,0,0
"(160, 150)",0,1,0,1
"(161, 150)",1,0,1,0
"(162, 150)",1,0,0,1
"(163, 150)",0,0,1,1
"(164, 150)",0,1,1,0
"(165, 150)",1,1,0,0
"(166, 150)",0,0,0,1
"(167, 150)",0,1,1,0
"(168, 150)",1,0,0,1
"(169, 150)",1,0,1,1
"(170, 150)",1,0,1,0
"(171, 150)",0,1,0,1
"(172, 150)",0,0,1,1
"(173, 150)",1,0,1,0
"(174, 150)",1,0,0,1
"(175, 150)",0,0,1,0
"(176, 150)",0,1,0,1
"(177, 150)",1,0,1,0
"(178, 150)",1,1,0,0
"(179, 150)",1,1,0,0
"(180, 150)",0,1,0,1
"(181, 150)",0,0,1,1
"(182, 150)",1,0,1,0
"(183, 150)",0,1,0,1
"(184, 150)",0,0,1,1
"(185, 150)",1,0,1,0
"(186, 150)",0,0,0,1
"(187, 150)",1,0,1,0
"(188, 150)",0,1,0,1
"(189, 150)",1,0,1,0
"(190, 150)",0,1,0,1
"(191, 150)",0,0,1,1
"(192, 150)",0,1,1,1
"(193, 150)",1,0,1,0
"(194, 150)",1,0,0,1
"(195, 150)",1,1,1,0
"(196, 150)",0,1,0,1
"(197, 150)",0,0,1,1
"(198, 150)",0,1,1,0
"(199, 150)",0,1,0,1
"(200, 150)",1,0,1,0
"(1, 151)",1,1,0,0
"(2, 151)",0,1,0,1
"(3, 151)",1,0,1,0
"(4, 151)",1,1,0,1
"(5, 151)",0,0,1,0
"(6, 151)",1,1,0,0
"(7, 151)",1,0,0,1
"(8, 151)",0,1,1,0
"(9, 151)",1,0,0,1
"(10, 151)",1,0,1,1
"(11, 151)",0,1,1,0
"(12, 151)",1,1,0,0
"(13, 151)",1,0,0,1
"(14, 151)",1,0,1,0
"(15, 151)",1,1,0,0
"(16, 151)",0,1,0,1
"(17, 151)",1,0,1,0
"(18, 151)",1,1,0,1
"(19, 151)",0,0,1,1
"(20, 151)",0,1,1,0
"(21, 151)",0,1,0,0
"(22, 151)",1,1,0,0
"(23, 151)",0,1,0,1
"(24, 151)",0,1,1,1
"(25, 151)",0,0,1,0
"(26, 151)",0,1,0,1
"(27, 151)",0,1,1,1
"(28, 151)",0,0,1,1
"(29, 151)",1,0,1,0
"(30, 151)",1,0,0,0
"(31, 151)",1,1,0,0
"(32, 151)",1,1,0,0
"(33, 151)",1,0,0,1
"(34, 151)",1,0,1,0
"(35, 151)",0,1,0,0
"(36, 151)",0,1,0,1
"(37, 151)",1,0,1,0
"(38, 151)",0,1,0,1
"(39, 151)",0,0,1,1
"(40, 151)",1,0,1,0
"(41, 151)",1,1,0,0
"(42, 151)",1,1,0,0
"(43, 151)",0,1,0,1
"(44, 151)",0,0,1,1
"(45, 151)",1,1,1,0
"(46, 151)",1,1,0,0
"(47, 151)",0,1,0,1
"(48, 151)",0,1,1,0
"(49, 151)",0,1,0,0
"(50, 151)",1,0,0,1
"(51, 151)",1,0,1,0
"(52, 151)",1,0,0,1
"(53, 151)",0,1,1,0
"(54, 151)",1,0,0,1
"(55, 151)",0,1,1,0
"(56, 151)",0,1,0,0
"(57, 151)",1,1,0,0
"(58, 151)",1,0,0,1
"(59, 151)",0,1,1,0
"(60, 151)",1,1,0,0
"(61, 151)",1,1,0,0
